Particle#, Time, Area, Convex Area, Perimeter, Convex Perim, xLF, xFmin, xFmax
9319, 1.990000E+2, 4.431158E+5, 4.532755E+5, 2.366835E+3, 2.357422E+3, 7.633896E+2, 7.527793E+2, 7.728992E+2
9320, 1.990000E+2, 1.334753E+5, 1.452663E+5, 1.436790E+3, 1.360510E+3, 5.006718E+2, 3.621589E+2, 5.012897E+2
9321, 1.990000E+2, 4.189746E+5, 4.279227E+5, 2.302806E+3, 2.293760E+3, 7.479231E+2, 7.239413E+2, 7.531075E+2
9322, 1.990000E+2, 3.667776E+5, 3.759120E+5, 2.156560E+3, 2.134519E+3, 6.921202E+2, 6.801873E+2, 7.028560E+2
9324, 1.990000E+2, 3.605325E+5, 3.690612E+5, 2.145506E+3, 2.109948E+3, 6.980094E+2, 6.647208E+2, 7.071523E+2
9327, 1.990000E+2, 8.948067E+4, 9.274299E+4, 1.088784E+3, 1.048139E+3, 3.630954E+2, 3.243037E+2, 3.669958E+2
9329, 1.990000E+2, 3.911051E+5, 3.990745E+5, 2.232763E+3, 2.206040E+3, 7.337407E+2, 6.661593E+2, 7.498250E+2
9332, 1.990000E+2, 3.837416E+5, 3.925032E+5, 2.213126E+3, 2.186026E+3, 7.211223E+2, 6.948717E+2, 7.215085E+2
9333, 1.990000E+2, 4.095605E+5, 4.407855E+5, 2.521307E+3, 2.374636E+3, 8.592490E+2, 6.854683E+2, 9.127444E+2
9334, 1.990000E+2, 4.280159E+5, 4.374300E+5, 2.327947E+3, 2.321247E+3, 7.820131E+2, 7.047772E+2, 7.868210E+2
9337, 1.990000E+2, 3.211983E+5, 3.291211E+5, 2.022913E+3, 1.994568E+3, 6.931628E+2, 6.101826E+2, 6.932401E+2
9338, 1.990000E+2, 4.165512E+5, 4.263381E+5, 2.289184E+3, 2.282880E+3, 7.433951E+2, 7.240862E+2, 7.498250E+2
9340, 1.990000E+2, 3.901730E+5, 3.991677E+5, 2.223321E+3, 2.203819E+3, 7.341752E+2, 6.954413E+2, 7.343103E+2
9341, 1.990000E+2, 3.679893E+5, 3.765645E+5, 2.163347E+3, 2.142532E+3, 7.043235E+2, 6.663910E+2, 7.137173E+2
9342, 1.990000E+2, 3.773102E+5, 3.864447E+5, 2.194927E+3, 2.183719E+3, 7.347834E+2, 6.651938E+2, 7.498250E+2
9343, 2.000000E+2, 4.176697E+5, 4.261983E+5, 2.296956E+3, 2.284038E+3, 7.486182E+2, 7.230146E+2, 7.619704E+2
9346, 2.000000E+2, 3.427296E+5, 3.512117E+5, 2.081140E+3, 2.072808E+3, 6.743946E+2, 6.580495E+2, 6.780150E+2
9348, 2.000000E+2, 4.615711E+5, 4.706590E+5, 2.420437E+3, 2.399515E+3, 7.782478E+2, 7.645964E+2, 7.881244E+2
9349, 2.000000E+2, 4.538348E+5, 4.633421E+5, 2.404488E+3, 2.383421E+3, 7.643454E+2, 7.492651E+2, 7.961279E+2
9350, 2.000000E+2, 2.998535E+5, 3.073568E+5, 1.946865E+3, 1.938891E+3, 6.298971E+2, 6.111866E+2, 6.418590E+2
9352, 2.000000E+2, 3.860718E+5, 3.952529E+5, 2.219411E+3, 2.201357E+3, 7.047772E+2, 6.951227E+2, 7.269150E+2
9354, 2.000000E+2, 4.417176E+5, 4.517842E+5, 2.371846E+3, 2.360714E+3, 7.668459E+2, 7.499988E+2, 7.695202E+2
9356, 2.000000E+2, 3.869107E+5, 3.950199E+5, 2.217219E+3, 2.197457E+3, 7.047772E+2, 6.854683E+2, 7.327270E+2
9357, 2.000000E+2, 4.024766E+5, 4.266643E+5, 2.369403E+3, 2.308483E+3, 7.750136E+2, 6.666130E+2, 7.971224E+2
9359, 2.000000E+2, 3.307989E+5, 3.384886E+5, 2.047716E+3, 2.037308E+3, 6.758138E+2, 6.178869E+2, 6.817224E+2
9361, 2.000000E+2, 4.260585E+5, 4.346803E+5, 2.327416E+3, 2.307962E+3, 7.530496E+2, 7.240862E+2, 7.634379E+2
9363, 2.000000E+2, 4.612915E+5, 4.710318E+5, 2.424279E+3, 2.396214E+3, 7.870045E+2, 7.530303E+2, 7.976534E+2
9366, 2.000000E+2, 3.291211E+5, 3.375565E+5, 2.047001E+3, 2.031023E+3, 6.485399E+2, 6.417142E+2, 6.775323E+2
9372, 2.010000E+2, 1.892143E+5, 1.950399E+5, 1.594853E+3, 1.570562E+3, 5.865195E+2, 4.356778E+2, 5.960774E+2
9373, 2.010000E+2, 3.976298E+5, 4.063448E+5, 2.242321E+3, 2.221651E+3, 7.276101E+2, 7.056075E+2, 7.404409E+2
9375, 2.010000E+2, 3.825299E+5, 3.907323E+5, 2.205045E+3, 2.189173E+3, 7.047772E+2, 6.854683E+2, 7.222808E+2
9376, 2.010000E+2, 4.329560E+5, 4.419972E+5, 2.341019E+3, 2.322386E+3, 7.669135E+2, 7.391376E+2, 7.729572E+2
9378, 2.010000E+2, 2.867110E+5, 2.945872E+5, 1.910709E+3, 1.902068E+3, 6.500653E+2, 5.802924E+2, 6.613803E+2
9381, 2.010000E+2, 3.023701E+5, 3.095472E+5, 1.955747E+3, 1.945359E+3, 6.371959E+2, 5.985779E+2, 6.672792E+2
9383, 2.010000E+2, 3.643541E+5, 3.733022E+5, 2.155305E+3, 2.128939E+3, 6.951227E+2, 6.758138E+2, 7.103092E+2
9384, 2.010000E+2, 3.116910E+5, 3.190079E+5, 1.993738E+3, 1.970268E+3, 6.379006E+2, 6.259677E+2, 6.579916E+2
9386, 2.010000E+2, 3.479493E+5, 3.556857E+5, 2.102891E+3, 2.077780E+3, 6.661593E+2, 6.468503E+2, 7.120760E+2
9388, 2.010000E+2, 3.524233E+5, 3.612316E+5, 2.121138E+3, 2.117054E+3, 7.240862E+2, 6.178869E+2, 7.292803E+2
9390, 2.010000E+2, 4.103062E+5, 4.191610E+5, 2.276373E+3, 2.263493E+3, 7.375831E+2, 7.259109E+2, 7.424587E+2
9393, 2.010000E+2, 3.884020E+5, 3.972103E+5, 2.219073E+3, 2.205721E+3, 7.144317E+2, 6.951227E+2, 7.315105E+2
9394, 2.010000E+2, 3.210119E+5, 3.288881E+5, 2.019911E+3, 2.003711E+3, 6.468503E+2, 6.371959E+2, 6.559352E+2
9395, 2.010000E+2, 1.378562E+5, 1.431225E+5, 1.348026E+3, 1.320376E+3, 4.574487E+2, 3.899059E+2, 4.615036E+2
9396, 2.010000E+2, 2.649001E+5, 2.715179E+5, 1.843707E+3, 1.802984E+3, 5.985779E+2, 5.696145E+2, 6.079235E+2
9397, 2.010000E+2, 4.043408E+5, 4.127762E+5, 2.271700E+3, 2.253047E+3, 7.240862E+2, 7.047772E+2, 7.404409E+2
9400, 2.010000E+2, 3.473901E+5, 3.547070E+5, 2.105343E+3, 2.081265E+3, 6.565048E+2, 6.565048E+2, 6.873702E+2
9402, 2.010000E+2, 4.146870E+5, 4.238215E+5, 2.291762E+3, 2.270425E+3, 7.388479E+2, 7.260267E+2, 7.493906E+2
9403, 2.020000E+2, 1.001997E+5, 1.044873E+5, 1.206192E+3, 1.154908E+3, 4.642165E+2, 3.208571E+2, 4.713898E+2
9404, 2.020000E+2, 2.902529E+5, 2.975698E+5, 1.915285E+3, 1.898274E+3, 6.280627E+2, 6.075856E+2, 6.352939E+2
9407, 2.020000E+2, 3.556857E+5, 3.643541E+5, 2.123079E+3, 2.112024E+3, 6.826781E+2, 6.690170E+2, 7.071523E+2
9409, 2.020000E+2, 3.966977E+5, 4.063448E+5, 2.249137E+3, 2.244262E+3, 7.212381E+2, 7.142097E+2, 7.343103E+2
9410, 2.020000E+2, 4.127296E+5, 4.217709E+5, 2.281779E+3, 2.270869E+3, 7.577707E+2, 7.031553E+2, 7.656970E+2
9413, 2.020000E+2, 4.330492E+5, 4.425099E+5, 2.346039E+3, 2.322048E+3, 7.530496E+2, 7.337407E+2, 7.686127E+2
9414, 2.020000E+2, 2.975232E+5, 3.047935E+5, 1.944007E+3, 1.912360E+3, 6.178869E+2, 6.082324E+2, 6.364621E+2
9415, 2.020000E+2, 3.445938E+5, 3.527030E+5, 2.093024E+3, 2.072373E+3, 6.758524E+2, 6.553656E+2, 6.835663E+2
9417, 2.020000E+2, 2.874567E+5, 2.945406E+5, 1.912987E+3, 1.884121E+3, 5.985779E+2, 5.985779E+2, 6.257553E+2
9424, 2.020000E+2, 4.292276E+5, 4.391078E+5, 2.333904E+3, 2.316535E+3, 7.592092E+2, 7.347351E+2, 7.642296E+2
9426, 2.020000E+2, 4.847802E+5, 4.944273E+5, 2.505551E+3, 2.465871E+3, 8.874786E+2, 7.168068E+2, 8.891585E+2
9427, 2.020000E+2, 2.930492E+5, 3.003195E+5, 1.925558E+3, 1.911578E+3, 6.178869E+2, 5.985779E+2, 6.384413E+2
9429, 2.020000E+2, 3.213848E+5, 3.300998E+5, 2.014900E+3, 2.004831E+3, 6.565531E+2, 6.395129E+2, 6.590536E+2
9432, 2.020000E+2, 2.984553E+5, 3.061917E+5, 1.947985E+3, 1.924631E+3, 6.417142E+2, 6.075856E+2, 6.422935E+2
9434, 2.020000E+2, 2.822370E+5, 2.886684E+5, 1.893485E+3, 1.868335E+3, 6.082324E+2, 5.792690E+2, 6.238920E+2
9435, 2.020000E+2, 3.701331E+5, 3.786617E+5, 2.166862E+3, 2.148789E+3, 7.236324E+2, 6.690170E+2, 7.256888E+2
9438, 2.020000E+2, 4.443275E+5, 4.530891E+5, 2.370233E+3, 2.359932E+3, 7.987250E+2, 7.304581E+2, 8.036487E+2
9439, 2.020000E+2, 3.480425E+5, 3.563848E+5, 2.109205E+3, 2.088969E+3, 6.887315E+2, 6.600770E+2, 6.922361E+2
9440, 2.020000E+2, 4.428361E+5, 4.525765E+5, 2.366970E+3, 2.354506E+3, 7.723586E+2, 7.433951E+2, 7.809994E+2
9443, 2.020000E+2, 3.637017E+5, 3.723235E+5, 2.165143E+3, 2.148142E+3, 7.563708E+2, 6.228686E+2, 7.605029E+2
9444, 2.030000E+2, 4.058321E+5, 4.145006E+5, 2.275726E+3, 2.254553E+3, 7.347930E+2, 7.042752E+2, 7.478941E+2
9447, 2.030000E+2, 4.046204E+5, 4.137083E+5, 2.262538E+3, 2.254447E+3, 7.240862E+2, 7.144317E+2, 7.441483E+2
9450, 2.030000E+2, 4.547669E+5, 4.639946E+5, 2.407992E+3, 2.386713E+3, 7.987250E+2, 7.236324E+2, 8.013800E+2
9453, 2.030000E+2, 4.408787E+5, 4.493142E+5, 2.362915E+3, 2.342902E+3, 7.433951E+2, 7.337407E+2, 7.787305E+2
9456, 2.030000E+2, 4.189746E+5, 4.278295E+5, 2.296135E+3, 2.282725E+3, 7.509449E+2, 7.168068E+2, 7.553957E+2
9457, 2.030000E+2, 3.376031E+5, 3.450132E+5, 2.077316E+3, 2.027277E+3, 6.826781E+2, 6.348884E+2, 6.938483E+2
9458, 2.030000E+2, 4.415312E+5, 4.515978E+5, 2.378411E+3, 2.356476E+3, 7.577707E+2, 7.441193E+2, 7.878927E+2
9459, 2.030000E+2, 3.152330E+5, 3.229227E+5, 1.997030E+3, 1.987790E+3, 6.494377E+2, 6.267980E+2, 6.565724E+2
9460, 2.030000E+2, 3.301464E+5, 3.383022E+5, 2.046229E+3, 2.030859E+3, 6.565048E+2, 6.468503E+2, 6.700693E+2
9461, 2.030000E+2, 3.808521E+5, 3.900332E+5, 2.208289E+3, 2.190052E+3, 7.337407E+2, 6.758138E+2, 7.388672E+2
9462, 2.030000E+2, 3.322902E+5, 3.417509E+5, 2.090630E+3, 2.053431E+3, 6.956827E+2, 6.351008E+2, 6.993997E+2
9463, 2.030000E+2, 3.362982E+5, 3.435219E+5, 2.071021E+3, 2.035686E+3, 6.661593E+2, 6.275414E+2, 6.828133E+2
9465, 2.030000E+2, 4.167376E+5, 4.261983E+5, 2.296203E+3, 2.285612E+3, 7.509449E+2, 7.304581E+2, 7.553957E+2
9466, 2.030000E+2, 3.928761E+5, 4.023834E+5, 2.263764E+3, 2.257440E+3, 8.136219E+2, 6.289026E+2, 8.197235E+2
9467, 2.030000E+2, 4.040612E+5, 4.122636E+5, 2.270744E+3, 2.248683E+3, 7.433951E+2, 6.854683E+2, 7.605029E+2
9469, 2.030000E+2, 3.613714E+5, 3.692942E+5, 2.150633E+3, 2.131353E+3, 7.144317E+2, 6.371959E+2, 7.289617E+2
9471, 2.030000E+2, 4.943807E+5, 5.047735E+5, 2.503629E+3, 2.488424E+3, 8.117200E+2, 7.816945E+2, 8.172134E+2
9472, 2.030000E+2, 3.747935E+5, 3.832289E+5, 2.174257E+3, 2.166360E+3, 7.172605E+2, 6.870709E+2, 7.241538E+2
9474, 2.030000E+2, 4.186018E+5, 4.274566E+5, 2.305828E+3, 2.295315E+3, 7.644709E+2, 7.142000E+2, 7.745888E+2
9475, 2.030000E+2, 2.785086E+5, 2.854061E+5, 1.881591E+3, 1.859521E+3, 5.985779E+2, 5.889235E+2, 6.181862E+2
9478, 2.030000E+2, 2.662050E+5, 2.727762E+5, 1.834873E+3, 1.824890E+3, 5.792690E+2, 5.792690E+2, 6.005185E+2
9480, 2.030000E+2, 1.322636E+5, 1.380892E+5, 1.332193E+3, 1.300411E+3, 4.393562E+2, 3.989425E+2, 4.450523E+2
9481, 2.030000E+2, 3.977229E+5, 4.299267E+5, 2.539853E+3, 2.362655E+3, 7.885878E+2, 6.917726E+2, 8.640665E+2
9482, 2.030000E+2, 3.491610E+5, 3.570838E+5, 2.100391E+3, 2.090562E+3, 6.895038E+2, 6.690170E+2, 6.970633E+2
9483, 2.030000E+2, 3.686417E+5, 3.775898E+5, 2.169353E+3, 2.154871E+3, 7.240862E+2, 6.565048E+2, 7.309409E+2
9484, 2.030000E+2, 4.237283E+5, 4.329093E+5, 2.326817E+3, 2.301986E+3, 7.987540E+2, 6.938001E+2, 8.000959E+2
9486, 2.040000E+2, 3.493475E+5, 3.578295E+5, 2.113202E+3, 2.097861E+3, 7.068143E+2, 6.299743E+2, 7.142386E+2
9487, 2.040000E+2, 4.463781E+5, 4.571903E+5, 2.380371E+3, 2.367801E+3, 7.918993E+2, 7.441193E+2, 7.994008E+2
9490, 2.040000E+2, 3.132756E+5, 3.213382E+5, 2.002031E+3, 1.978329E+3, 6.358732E+2, 6.336334E+2, 6.588412E+2
9496, 2.040000E+2, 3.387216E+5, 3.467842E+5, 2.066426E+3, 2.060846E+3, 6.654835E+2, 6.568813E+2, 6.838367E+2
9497, 2.040000E+2, 2.947270E+5, 3.019973E+5, 1.931601E+3, 1.914194E+3, 6.280627E+2, 6.075856E+2, 6.333823E+2
9501, 2.040000E+2, 3.430092E+5, 3.515845E+5, 2.087454E+3, 2.072084E+3, 6.781695E+2, 6.568717E+2, 6.800038E+2
9502, 2.040000E+2, 2.960319E+5, 3.038148E+5, 1.941043E+3, 1.929390E+3, 6.415790E+2, 5.947644E+2, 6.560800E+2
9503, 2.040000E+2, 4.106790E+5, 4.199067E+5, 2.278255E+3, 2.270155E+3, 7.485507E+2, 7.115836E+2, 7.539186E+2
9508, 2.040000E+2, 1.134354E+5, 1.180026E+5, 1.246355E+3, 1.216359E+3, 4.635020E+2, 3.270649E+2, 4.660219E+2
9510, 2.040000E+2, 3.686417E+5, 3.774034E+5, 2.162865E+3, 2.141596E+3, 7.177818E+2, 6.626933E+2, 7.237676E+2
9512, 2.040000E+2, 3.526098E+5, 3.604393E+5, 2.112082E+3, 2.096770E+3, 6.661593E+2, 6.661593E+2, 6.974012E+2
9519, 2.050000E+2, 3.114114E+5, 3.188681E+5, 1.989509E+3, 1.965537E+3, 6.275414E+2, 6.178869E+2, 6.533768E+2
9521, 2.050000E+2, 4.430225E+5, 4.529493E+5, 2.366825E+3, 2.362886E+3, 7.821869E+2, 7.386838E+2, 7.878927E+2
9522, 2.050000E+2, 3.851397E+5, 3.937150E+5, 2.215096E+3, 2.197071E+3, 7.337407E+2, 6.758138E+2, 7.376025E+2
9524, 2.050000E+2, 3.892409E+5, 3.969307E+5, 2.224769E+3, 2.206069E+3, 7.144317E+2, 6.758138E+2, 7.333641E+2
9527, 2.050000E+2, 3.196138E+5, 3.272569E+5, 2.010054E+3, 1.980492E+3, 6.468503E+2, 6.275414E+2, 6.574316E+2
9528, 2.050000E+2, 3.280958E+5, 3.355991E+5, 2.042937E+3, 2.028011E+3, 6.661593E+2, 6.178869E+2, 6.887894E+2
9530, 2.050000E+2, 4.033155E+5, 4.131957E+5, 2.264623E+3, 2.253878E+3, 7.343007E+2, 6.998921E+2, 7.496416E+2
9531, 2.050000E+2, 1.448468E+5, 1.493209E+5, 1.373051E+3, 1.346974E+3, 4.482962E+2, 4.178267E+2, 4.615036E+2
9533, 2.050000E+2, 2.934220E+5, 3.015778E+5, 1.922507E+3, 1.917525E+3, 6.207350E+2, 6.096902E+2, 6.324941E+2
9534, 2.050000E+2, 3.454327E+5, 3.534021E+5, 2.092300E+3, 2.062758E+3, 6.916182E+2, 6.565531E+2, 6.996700E+2
9535, 2.050000E+2, 4.279227E+5, 4.373834E+5, 2.334589E+3, 2.312055E+3, 7.562164E+2, 7.430669E+2, 7.609277E+2
9538, 2.050000E+2, 3.596937E+5, 3.685951E+5, 2.138893E+3, 2.122133E+3, 6.895038E+2, 6.758524E+2, 6.983956E+2
9539, 2.050000E+2, 3.045139E+5, 3.118774E+5, 1.970615E+3, 1.953440E+3, 6.275414E+2, 6.178869E+2, 6.418590E+2
9540, 2.050000E+2, 4.894406E+5, 4.991810E+5, 2.490799E+3, 2.479542E+3, 8.055604E+2, 7.782478E+2, 8.193277E+2
9541, 2.050000E+2, 3.068441E+5, 3.142077E+5, 1.967979E+3, 1.949327E+3, 6.352939E+2, 6.266918E+2, 6.410576E+2
9542, 2.050000E+2, 4.240079E+5, 4.323035E+5, 2.320918E+3, 2.294967E+3, 7.645964E+2, 7.168068E+2, 7.853439E+2
9544, 2.050000E+2, 3.033022E+5, 3.098734E+5, 1.960111E+3, 1.927913E+3, 6.275414E+2, 6.082324E+2, 6.486461E+2
9545, 2.050000E+2, 4.544872E+5, 4.644606E+5, 2.405221E+3, 2.379811E+3, 7.645964E+2, 7.645964E+2, 7.840984E+2
9547, 2.050000E+2, 3.930625E+5, 4.015445E+5, 2.240612E+3, 2.221603E+3, 7.627041E+2, 6.758138E+2, 7.666045E+2
9548, 2.050000E+2, 3.486018E+5, 3.563848E+5, 2.114158E+3, 2.091045E+3, 7.258627E+2, 6.266918E+2, 7.286431E+2
9550, 2.050000E+2, 3.890545E+5, 3.980958E+5, 2.226826E+3, 2.212325E+3, 7.120567E+2, 7.027884E+2, 7.243469E+2
9554, 2.050000E+2, 3.685485E+5, 3.764713E+5, 2.167451E+3, 2.149493E+3, 7.047772E+2, 6.565048E+2, 7.235745E+2
9555, 2.050000E+2, 3.054460E+5, 3.128561E+5, 1.978532E+3, 1.946489E+3, 6.178869E+2, 6.178869E+2, 6.560800E+2
9557, 2.050000E+2, 8.593873E+4, 8.952728E+4, 1.063026E+3, 1.026156E+3, 3.686468E+2, 3.140313E+2, 3.749125E+2
9559, 2.050000E+2, 3.840212E+5, 3.916644E+5, 2.207758E+3, 2.167084E+3, 7.047772E+2, 6.854683E+2, 7.214409E+2
9564, 2.060000E+2, 4.502928E+5, 4.597536E+5, 2.384580E+3, 2.365570E+3, 7.850735E+2, 7.509449E+2, 7.865314E+2
9568, 2.060000E+2, 9.237016E+4, 9.637814E+4, 1.132085E+3, 1.088659E+3, 4.054883E+2, 3.089435E+2, 4.191687E+2
9569, 2.060000E+2, 3.420772E+5, 3.495339E+5, 2.084045E+3, 2.066330E+3, 6.565048E+2, 6.468503E+2, 6.922361E+2
9573, 2.060000E+2, 5.060318E+5, 5.160052E+5, 2.539631E+3, 2.514578E+3, 8.192987E+2, 7.832489E+2, 8.383277E+2
9574, 2.060000E+2, 3.995871E+5, 4.081624E+5, 2.250817E+3, 2.230774E+3, 7.332000E+2, 7.101451E+2, 7.333641E+2
9577, 2.060000E+2, 3.037682E+5, 3.118774E+5, 1.961366E+3, 1.937915E+3, 6.348884E+2, 6.212369E+2, 6.430947E+2
9585, 2.060000E+2, 3.782422E+5, 3.875166E+5, 2.192205E+3, 2.178061E+3, 7.099810E+2, 6.895038E+2, 7.220877E+2
9592, 2.060000E+2, 4.331424E+5, 4.421837E+5, 2.342979E+3, 2.321102E+3, 7.712097E+2, 7.232656E+2, 7.748881E+2
9594, 2.060000E+2, 3.713448E+5, 3.804327E+5, 2.168484E+3, 2.159640E+3, 7.031553E+2, 6.826781E+2, 7.100486E+2
9596, 2.060000E+2, 4.754593E+5, 4.858521E+5, 2.450424E+3, 2.444843E+3, 7.850735E+2, 7.782478E+2, 7.971224E+2
9597, 2.060000E+2, 3.789879E+5, 3.873302E+5, 2.190139E+3, 2.176371E+3, 7.047772E+2, 6.758138E+2, 7.153489E+2
9598, 2.060000E+2, 3.719972E+5, 3.799200E+5, 2.170627E+3, 2.161117E+3, 7.240862E+2, 6.468503E+2, 7.376025E+2
9601, 2.060000E+2, 3.464580E+5, 3.554992E+5, 2.096036E+3, 2.081806E+3, 6.656476E+2, 6.612645E+2, 6.936456E+2
9602, 2.060000E+2, 1.863249E+5, 1.932689E+5, 1.595712E+3, 1.544099E+3, 5.703965E+2, 4.427932E+2, 5.715743E+2
9604, 2.060000E+2, 3.171903E+5, 3.239014E+5, 2.013423E+3, 1.975713E+3, 6.275414E+2, 6.275414E+2, 6.533768E+2
9607, 2.060000E+2, 4.347269E+5, 4.439080E+5, 2.342535E+3, 2.326682E+3, 7.577707E+2, 7.304581E+2, 7.714511E+2
9608, 2.060000E+2, 1.916378E+5, 1.981624E+5, 1.584918E+3, 1.558417E+3, 5.600469E+2, 4.422719E+2, 5.612923E+2
9609, 2.060000E+2, 3.149533E+5, 3.225032E+5, 2.000109E+3, 1.988254E+3, 6.565048E+2, 6.082324E+2, 6.758813E+2
9610, 2.060000E+2, 2.978961E+5, 3.049333E+5, 1.943302E+3, 1.924283E+3, 6.371959E+2, 5.985779E+2, 6.444657E+2
9613, 2.070000E+2, 3.555925E+5, 3.637017E+5, 2.123629E+3, 2.108327E+3, 6.854683E+2, 6.565048E+2, 6.938483E+2
9614, 2.070000E+2, 3.537283E+5, 3.615112E+5, 2.127394E+3, 2.108356E+3, 7.034835E+2, 6.524789E+2, 7.120760E+2
9615, 2.070000E+2, 4.459120E+5, 4.551397E+5, 2.371672E+3, 2.366922E+3, 7.627041E+2, 7.433951E+2, 7.763266E+2
9617, 2.070000E+2, 3.282822E+5, 3.357389E+5, 2.042792E+3, 2.032558E+3, 6.661593E+2, 6.082324E+2, 6.780826E+2
9619, 2.070000E+2, 4.461917E+5, 4.552795E+5, 2.377619E+3, 2.371575E+3, 7.851990E+2, 7.423332E+2, 7.858170E+2
9620, 2.070000E+2, 1.016911E+5, 1.072370E+5, 1.193149E+3, 1.146296E+3, 4.115416E+2, 3.196792E+2, 4.429477E+2
9624, 2.070000E+2, 3.109453E+5, 3.185419E+5, 1.984604E+3, 1.968800E+3, 6.458655E+2, 6.285165E+2, 6.509438E+2
9626, 2.070000E+2, 3.380692E+5, 3.832289E+5, 2.449680E+3, 2.203993E+3, 7.458667E+2, 6.171725E+2, 7.580507E+2
9628, 2.070000E+2, 4.488947E+5, 4.574699E+5, 2.391299E+3, 2.376383E+3, 7.916676E+2, 7.144317E+2, 7.990533E+2
9631, 2.070000E+2, 4.608255E+5, 4.698201E+5, 2.423729E+3, 2.394582E+3, 8.013221E+2, 7.337407E+2, 8.196656E+2
9634, 2.070000E+2, 3.998668E+5, 4.096537E+5, 2.248751E+3, 2.236190E+3, 7.144317E+2, 7.144317E+2, 7.372935E+2
9636, 2.070000E+2, 3.371371E+5, 3.451064E+5, 2.063771E+3, 2.055401E+3, 6.737574E+2, 6.565531E+2, 6.767117E+2
9638, 2.070000E+2, 3.705991E+5, 3.792676E+5, 2.168107E+3, 2.143218E+3, 7.084459E+2, 6.753793E+2, 7.176177E+2
9641, 2.070000E+2, 2.962183E+5, 3.035818E+5, 1.936989E+3, 1.918819E+3, 6.222217E+2, 6.133300E+2, 6.304280E+2
9644, 2.070000E+2, 4.141278E+5, 4.234952E+5, 2.298858E+3, 2.281152E+3, 7.385197E+2, 7.086583E+2, 7.573652E+2
9649, 2.070000E+2, 3.768441E+5, 3.862116E+5, 2.197322E+3, 2.165124E+3, 7.047579E+2, 6.871868E+2, 7.183321E+2
9650, 2.070000E+2, 3.417043E+5, 3.497669E+5, 2.082810E+3, 2.071582E+3, 6.742787E+2, 6.565048E+2, 6.860765E+2
9652, 2.070000E+2, 3.623035E+5, 3.706457E+5, 2.142793E+3, 2.119806E+3, 7.225319E+2, 6.564373E+2, 7.226090E+2
9658, 2.070000E+2, 3.655658E+5, 3.741877E+5, 2.158414E+3, 2.142030E+3, 7.099810E+2, 6.621913E+2, 7.165170E+2
9661, 2.080000E+2, 3.377895E+5, 3.447802E+5, 2.073136E+3, 2.031110E+3, 6.565048E+2, 6.468503E+2, 6.857386E+2
9664, 2.080000E+2, 3.911051E+5, 3.996803E+5, 2.233748E+3, 2.209641E+3, 7.137173E+2, 7.027884E+2, 7.318291E+2
9671, 2.080000E+2, 4.103994E+5, 4.183222E+5, 2.281200E+3, 2.246260E+3, 7.337407E+2, 7.047772E+2, 7.481451E+2
9673, 2.080000E+2, 2.861518E+5, 2.924899E+5, 1.909811E+3, 1.887673E+3, 6.082324E+2, 5.889235E+2, 6.264311E+2
9674, 2.080000E+2, 4.007988E+5, 4.100732E+5, 2.256977E+3, 2.239724E+3, 7.265577E+2, 7.163336E+2, 7.400643E+2
9675, 2.080000E+2, 1.781225E+5, 1.828761E+5, 1.511371E+3, 1.469065E+3, 4.884299E+2, 4.752226E+2, 4.984030E+2
9677, 2.080000E+2, 4.002396E+5, 4.101663E+5, 2.246752E+3, 2.244706E+3, 7.211512E+2, 7.172605E+2, 7.318291E+2
9679, 2.080000E+2, 3.526098E+5, 3.605792E+5, 2.115635E+3, 2.096693E+3, 6.911258E+2, 6.654835E+2, 6.935781E+2
9683, 2.080000E+2, 3.542875E+5, 3.630492E+5, 2.124923E+3, 2.110132E+3, 7.121919E+2, 6.509535E+2, 7.165170E+2
9685, 2.080000E+2, 2.953794E+5, 3.027429E+5, 1.937848E+3, 1.926108E+3, 6.275414E+2, 5.985779E+2, 6.364621E+2
9687, 2.080000E+2, 4.141278E+5, 4.227030E+5, 2.294755E+3, 2.276691E+3, 7.372935E+2, 7.236324E+2, 7.479617E+2
9694, 2.080000E+2, 3.158854E+5, 3.236684E+5, 2.012612E+3, 1.978744E+3, 6.826781E+2, 6.075856E+2, 6.875729E+2
9697, 2.080000E+2, 3.257656E+5, 3.386284E+5, 2.088554E+3, 2.062371E+3, 6.975750E+2, 5.961353E+2, 7.261426E+2
9705, 2.080000E+2, 2.861518E+5, 2.936551E+5, 1.914368E+3, 1.884140E+3, 6.348884E+2, 5.870988E+2, 6.393102E+2
9706, 2.080000E+2, 4.281091E+5, 4.375698E+5, 2.334705E+3, 2.316815E+3, 7.685933E+2, 7.177818E+2, 7.689698E+2
9709, 2.080000E+2, 2.786950E+5, 2.852662E+5, 1.888542E+3, 1.830509E+3, 5.985779E+2, 5.889235E+2, 6.157726E+2
9711, 2.080000E+2, 3.403994E+5, 3.476697E+5, 2.079247E+3, 2.050651E+3, 6.661593E+2, 6.468503E+2, 6.884515E+2
9713, 2.080000E+2, 3.653794E+5, 3.742343E+5, 2.158385E+3, 2.135620E+3, 6.831608E+2, 6.725505E+2, 7.048448E+2
9719, 2.090000E+2, 3.804793E+5, 3.892875E+5, 2.194599E+3, 2.176516E+3, 6.963295E+2, 6.963295E+2, 7.196934E+2
9721, 2.090000E+2, 2.989214E+5, 3.061917E+5, 1.943988E+3, 1.926427E+3, 6.212369E+2, 6.212369E+2, 6.352939E+2
