CLASS,DATE,TIME,FRAME,MINOR DIAMETER,MAJOR DIAMETER,ASPECT RATIO,BOUNDING RECT WIDTH,BOUNDING RECT HEIGHT,BOUNDING RECT DIAGONAL,PERIMETER,CONVEX HULL PERIMETER,HOLES' PERIMETER,MAX FERET DIAMETER,EQUIVALENT ELLIPSE MAJOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS (FERET),EQUIVALENT RECT LONG SIDE,EQUIVALENT RECT SHORT SIDE,EQUIVALENT RECT DIAGONAL,EQUIVALENT RECT SHORT SIDE (FERET),AVERAGE HORIZ. SEGMENT LENGTH,AVERAGE VERT. SEGMENT LENGTH,HYDRAULIC RADIUS,WADDEL DISK DIAMETER,AREA,HOLES' AREA,PARTICLE & HOLES' AREA,CONVEX HULL AREA,IMAGE AREA,NUMBER OF HOLES,NUMBER OF HORIZ. SEGMENTS,NUMBER OF VERT. SEGMENTS,ORIENTATION,MAX FERET DIAMETER ORIENTATION,% AREA/IMAGE AREA,% AREA/(PARTICLE & HOLES' AREA),RATIO OF EQUIVALENT ELLIPSE AXES,RATIO OF EQUIVALENT RECT SIDES,ELONGATION FACTOR,COMPACTNESS FACTOR,HEYWOOD CIRCULARITY FACTOR,TYPE FACTOR,CIRCULARITY,SPHERICITY,CONVEXITY,,
All Particles,10/13/20,10:03:52,3346,741.06,925.22,1.25,881.97,798.91,1190.01,2633.32,2620.54,0.00,886.40,925.22,741.06,792.55,658.33,658.33,931.02,622.46,6119.32,6731.25,204.49,828.03,538500.00,0.00,538500.00,551750.00,230400000.00,0.00,88.00,80.00,88.85,66.04,0.23,100.00,1.25,1.00,1.42,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3347,691.91,847.59,1.23,784.89,756.60,1090.18,2430.57,2401.49,0.00,803.99,847.59,691.91,747.72,607.64,607.64,859.34,587.26,5981.82,5757.50,189.50,765.80,460600.00,0.00,460600.00,472150.00,230400000.00,0.00,77.00,80.00,11.39,174.29,0.20,100.00,1.23,1.00,1.37,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3349,747.23,938.88,1.26,906.19,787.81,1200.76,2665.58,2646.02,0.00,924.77,938.88,747.23,775.15,666.40,666.40,942.43,608.80,6261.36,6559.52,206.71,837.59,551000.00,0.00,551000.00,563000.00,230400000.00,0.00,88.00,84.00,54.54,68.43,0.24,100.00,1.26,1.00,1.52,0.75,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3351,757.93,952.83,1.26,915.32,794.41,1211.98,2704.64,2675.41,0.00,937.23,952.83,757.93,787.53,676.16,676.16,956.24,618.52,6445.45,6833.73,209.71,849.81,567200.00,0.00,567200.00,579700.00,230400000.00,0.00,88.00,83.00,125.82,129.81,0.25,100.00,1.26,1.00,1.52,0.78,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3351,741.18,949.63,1.28,895.17,790.65,1194.35,2676.02,2662.44,0.00,917.88,949.63,741.18,784.85,669.01,669.01,946.12,616.42,6008.70,6660.24,206.58,838.96,552800.00,0.00,552800.00,565800.00,230400000.00,0.00,92.00,83.00,70.76,82.49,0.24,100.00,1.28,1.00,1.49,0.73,1.02,0.99,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3351,732.71,904.82,1.23,820.00,810.00,1152.61,2586.40,2533.81,0.00,846.46,904.82,732.71,801.06,646.60,646.60,914.43,629.15,6350.00,6428.40,201.32,814.23,520700.00,0.00,520700.00,532550.00,230400000.00,0.00,82.00,81.00,44.72,51.23,0.23,100.00,1.23,1.00,1.35,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3352,674.57,818.22,1.21,768.99,711.95,1047.96,2355.71,2331.97,0.00,802.12,818.22,674.57,702.64,588.93,588.93,832.87,551.85,5938.36,5780.00,184.02,742.93,433500.00,0.00,433500.00,442650.00,230400000.00,0.00,73.00,75.00,142.40,125.87,0.19,100.00,1.21,1.00,1.45,0.79,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3355,747.03,930.95,1.25,898.03,777.82,1188.04,2651.54,2622.44,0.00,901.39,930.95,747.03,787.35,662.89,662.89,937.46,618.38,6425.88,6425.88,205.99,833.93,546200.00,0.00,546200.00,557400.00,230400000.00,0.00,85.00,85.00,134.20,130.05,0.24,100.00,1.25,1.00,1.46,0.76,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3356,754.25,913.09,1.21,875.55,770.22,1166.12,2630.90,2615.22,0.00,910.00,913.09,754.25,772.27,657.73,657.73,930.16,606.54,6077.53,7024.68,205.59,829.88,540900.00,0.00,540900.00,551950.00,230400000.00,0.00,89.00,77.00,81.71,67.38,0.23,100.00,1.21,1.00,1.50,0.81,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3356,729.66,878.95,1.20,854.22,770.17,1150.15,2537.65,2515.32,0.00,854.22,878.95,729.66,767.17,634.41,634.41,897.20,602.53,6068.67,6375.95,198.49,800.83,503700.00,0.00,503700.00,514700.00,230400000.00,0.00,83.00,79.00,113.98,117.16,0.22,100.00,1.20,1.00,1.42,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3356,719.92,877.22,1.22,806.38,786.66,1126.53,2520.92,2497.64,0.00,826.20,877.22,719.92,782.49,630.23,630.23,891.28,614.56,6123.46,6278.48,196.75,794.69,496000.00,0.00,496000.00,507750.00,230400000.00,0.00,81.00,79.00,79.46,38.12,0.22,100.00,1.22,1.00,1.34,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3357,757.60,934.26,1.23,890.19,796.49,1194.50,2672.01,2657.46,0.00,896.94,934.26,757.60,807.01,668.00,668.00,944.70,633.82,6617.86,6317.05,208.05,841.30,555900.00,0.00,555900.00,568500.00,230400000.00,0.00,84.00,88.00,26.99,22.28,0.24,100.00,1.23,1.00,1.42,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3357,743.72,906.67,1.22,860.00,790.00,1167.78,2605.03,2575.24,0.00,866.08,906.67,743.72,795.55,651.26,651.26,921.02,624.82,6703.80,6158.14,203.30,821.16,529600.00,0.00,529600.00,541150.00,230400000.00,0.00,79.00,86.00,5.76,31.30,0.23,100.00,1.22,1.00,1.39,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3358,724.64,898.56,1.24,832.20,777.12,1138.63,2564.31,2551.08,0.00,859.07,898.56,724.64,776.85,641.08,641.08,906.62,610.14,6088.10,6473.42,199.43,806.93,511400.00,0.00,511400.00,524150.00,230400000.00,0.00,84.00,79.00,96.96,102.09,0.22,100.00,1.24,1.00,1.41,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3360,693.54,894.62,1.29,822.66,765.33,1123.61,2514.58,2487.40,0.00,843.80,894.62,693.54,753.03,628.65,628.65,889.04,591.43,5801.19,6328.57,193.79,787.69,487300.00,0.00,487300.00,499050.00,230400000.00,0.00,84.00,77.00,60.00,58.57,0.21,100.00,1.29,1.00,1.43,0.75,1.02,0.99,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3363,731.82,893.92,1.22,860.00,770.00,1154.34,2566.37,2543.51,0.00,873.21,893.92,731.82,764.27,641.59,641.59,907.35,600.25,5974.42,6672.73,200.20,808.82,513800.00,0.00,513800.00,524150.00,230400000.00,0.00,86.00,77.00,99.15,103.24,0.22,100.00,1.22,1.00,1.45,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3363,728.56,915.58,1.26,876.81,770.75,1167.41,2599.25,2588.03,0.00,880.91,915.58,728.56,772.48,649.81,649.81,918.97,606.70,6091.86,6467.90,201.56,816.73,523900.00,0.00,523900.00,534450.00,230400000.00,0.00,86.00,81.00,54.97,39.47,0.23,100.00,1.26,1.00,1.45,0.76,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3365,719.53,864.24,1.20,806.28,783.27,1124.10,2498.15,2481.34,0.00,809.94,864.24,719.53,784.52,624.54,624.54,883.23,616.16,6182.28,6105.00,195.50,788.57,488400.00,0.00,488400.00,499050.00,230400000.00,0.00,79.00,80.00,140.20,110.22,0.21,100.00,1.20,1.00,1.31,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3365,706.57,853.25,1.21,806.28,749.60,1100.91,2460.97,2430.83,0.00,808.95,853.25,706.57,761.47,615.24,615.24,870.08,598.06,6230.26,5918.75,192.40,776.45,473500.00,0.00,473500.00,483800.00,230400000.00,0.00,76.00,80.00,165.83,171.47,0.21,100.00,1.21,1.00,1.35,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3365,750.35,907.65,1.21,860.00,800.00,1174.56,2616.08,2588.04,0.00,868.33,907.65,750.35,800.60,654.02,654.02,924.92,628.79,6148.28,6686.25,204.47,825.26,534900.00,0.00,534900.00,546000.00,230400000.00,0.00,87.00,80.00,81.95,82.06,0.23,100.00,1.21,1.00,1.38,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3366,698.49,855.28,1.22,830.00,740.00,1111.98,2453.05,2422.22,0.00,840.12,855.28,698.49,728.14,613.26,613.26,867.28,571.88,5653.01,6256.00,191.27,772.92,469200.00,0.00,469200.00,480450.00,230400000.00,0.00,83.00,75.00,103.97,98.90,0.20,100.00,1.22,1.00,1.47,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3367,735.09,941.39,1.28,880.06,803.40,1191.62,2653.27,2620.18,0.00,891.07,941.39,735.09,797.11,663.32,663.32,938.07,626.05,6470.24,6176.14,204.84,831.87,543500.00,0.00,543500.00,557850.00,230400000.00,0.00,84.00,88.00,167.21,170.96,0.24,100.00,1.28,1.00,1.42,0.74,1.02,1.00,0.98,0.97,0.97,0.00,0.00
All Particles,10/13/20,10:03:53,3373,746.52,919.98,1.23,883.88,806.10,1196.27,2631.88,2617.05,0.00,888.65,919.98,746.52,789.60,657.97,657.97,930.51,620.15,6498.80,6498.80,204.95,828.73,539400.00,0.00,539400.00,551100.00,230400000.00,0.00,83.00,83.00,131.60,129.06,0.23,100.00,1.23,1.00,1.43,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3378,769.01,957.49,1.25,888.50,806.48,1199.93,2728.08,2715.24,0.00,913.51,957.49,769.01,822.82,682.02,682.02,964.52,646.24,6803.53,6571.59,211.98,858.09,578300.00,0.00,578300.00,590350.00,230400000.00,0.00,85.00,88.00,24.53,48.11,0.25,100.00,1.25,1.00,1.41,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3378,752.73,921.19,1.22,872.33,791.27,1177.74,2642.67,2625.57,0.00,894.99,921.19,752.73,790.20,660.67,660.67,934.32,620.62,6641.46,6332.56,206.08,832.71,544600.00,0.00,544600.00,555450.00,230400000.00,0.00,82.00,86.00,31.69,39.56,0.24,100.00,1.22,1.00,1.44,0.79,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:53,3379,757.09,918.91,1.21,874.44,819.59,1198.49,2644.90,2619.91,0.00,874.59,918.91,757.09,812.57,661.22,661.22,935.11,638.19,6353.49,6583.13,206.59,834.09,546400.00,0.00,546400.00,558150.00,230400000.00,0.00,86.00,83.00,121.80,141.03,0.24,100.00,1.21,1.00,1.37,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3381,677.43,845.59,1.25,770.00,720.00,1054.18,2406.89,2389.35,0.00,796.99,845.59,677.43,735.59,601.72,601.72,850.97,577.73,5842.86,6248.61,186.92,756.86,449900.00,0.00,449900.00,460450.00,230400000.00,0.00,77.00,72.00,96.44,107.53,0.20,100.00,1.25,1.00,1.38,0.81,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3382,718.42,889.33,1.24,840.71,775.10,1143.49,2539.68,2523.00,0.00,851.47,889.33,718.42,765.47,634.92,634.92,897.91,601.20,6119.51,6433.33,197.58,799.32,501800.00,0.00,501800.00,511900.00,230400000.00,0.00,82.00,78.00,110.55,123.50,0.22,100.00,1.24,1.00,1.42,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3382,729.34,942.53,1.29,912.17,770.75,1194.19,2647.43,2635.23,0.00,914.39,942.53,729.34,767.94,661.86,661.86,936.01,603.14,6504.82,6205.75,203.93,829.11,539900.00,0.00,539900.00,551500.00,230400000.00,0.00,83.00,87.00,143.31,138.99,0.23,100.00,1.29,1.00,1.52,0.77,1.02,0.99,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3385,761.15,936.09,1.23,869.74,834.39,1205.26,2680.15,2661.63,0.00,886.85,936.09,761.15,821.93,670.04,670.04,947.57,645.54,6583.53,6359.09,208.79,844.10,559600.00,0.00,559600.00,572500.00,230400000.00,0.00,85.00,88.00,160.28,7.13,0.24,100.00,1.23,1.00,1.37,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3385,740.07,918.02,1.24,876.81,799.03,1186.28,2619.48,2598.01,0.00,898.94,918.02,740.07,771.29,654.87,654.87,926.13,605.77,6277.65,6587.65,203.70,824.26,533600.00,0.00,533600.00,544550.00,230400000.00,0.00,85.00,81.00,123.78,117.14,0.23,100.00,1.24,1.00,1.48,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3386,725.20,922.10,1.27,812.68,804.59,1143.60,2605.99,2564.81,0.00,881.19,922.10,725.20,775.70,651.50,651.50,921.36,609.23,6036.78,6404.88,201.54,817.74,525200.00,0.00,525200.00,536850.00,230400000.00,0.00,87.00,82.00,84.18,99.14,0.23,100.00,1.27,1.00,1.45,0.74,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3387,749.91,924.31,1.23,869.75,824.87,1198.70,2644.09,2604.39,0.00,872.07,924.31,749.91,811.26,661.02,661.02,934.83,637.16,6559.04,6480.95,205.89,832.56,544400.00,0.00,544400.00,555650.00,230400000.00,0.00,83.00,84.00,169.94,139.18,0.24,100.00,1.23,1.00,1.37,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3388,747.99,916.82,1.23,842.54,806.29,1166.18,2628.48,2600.44,0.00,874.59,916.82,747.99,801.50,657.12,657.12,929.31,629.50,6489.16,6489.16,204.91,828.11,538600.00,0.00,538600.00,550550.00,230400000.00,0.00,83.00,83.00,53.59,38.97,0.23,100.00,1.23,1.00,1.39,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3388,790.15,895.45,1.13,864.21,818.50,1190.29,2652.89,2644.79,0.00,894.71,895.45,790.15,807.24,663.22,663.22,937.94,634.01,6776.83,6461.63,209.47,841.15,555700.00,0.00,555700.00,567250.00,230400000.00,0.00,82.00,86.00,170.64,152.00,0.24,100.00,1.13,1.00,1.41,0.79,1.00,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3391,727.66,888.53,1.22,818.98,783.25,1133.23,2551.26,2526.54,0.00,861.22,888.53,727.66,766.34,637.81,637.81,902.01,601.88,6269.14,6045.24,199.04,804.08,507800.00,0.00,507800.00,518350.00,230400000.00,0.00,81.00,84.00,175.01,12.75,0.22,100.00,1.22,1.00,1.43,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3393,729.66,911.23,1.25,860.00,790.00,1167.78,2593.23,2565.59,0.00,883.23,911.23,729.66,769.15,648.31,648.31,916.85,604.09,6072.09,6610.13,201.37,815.41,522200.00,0.00,522200.00,533550.00,230400000.00,0.00,86.00,79.00,113.09,105.77,0.23,100.00,1.25,1.00,1.46,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3394,699.14,873.61,1.25,809.97,767.23,1115.66,2485.62,2461.95,0.00,829.76,873.61,699.14,753.50,621.40,621.40,878.80,591.80,6229.87,6229.87,192.99,781.52,479700.00,0.00,479700.00,491050.00,230400000.00,0.00,77.00,77.00,55.28,49.40,0.21,100.00,1.25,1.00,1.40,0.81,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3395,703.54,863.26,1.23,800.00,740.00,1089.77,2473.87,2422.79,0.00,845.99,863.26,703.54,730.77,618.47,618.47,874.65,573.94,6445.95,5962.50,192.81,779.32,477000.00,0.00,477000.00,485550.00,230400000.00,0.00,74.00,80.00,154.09,151.01,0.21,100.00,1.23,1.00,1.47,0.81,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3395,776.79,953.79,1.23,880.00,810.00,1196.04,2732.58,2718.37,0.00,924.18,953.79,776.79,817.87,683.14,683.14,966.11,642.36,7096.34,6612.50,212.95,860.75,581900.00,0.00,581900.00,593650.00,230400000.00,0.00,82.00,88.00,8.29,35.75,0.25,100.00,1.23,1.00,1.44,0.82,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3395,711.81,848.04,1.19,832.55,760.63,1127.70,2459.53,2458.09,0.00,837.38,848.04,711.81,737.52,614.88,614.88,869.58,579.25,6078.21,6078.21,192.76,776.94,474100.00,0.00,474100.00,485050.00,230400000.00,0.00,78.00,78.00,141.26,130.16,0.21,100.00,1.19,1.00,1.45,0.79,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3397,722.11,930.27,1.29,880.00,800.00,1189.29,2616.08,2584.07,0.00,887.69,930.27,722.11,778.19,654.02,654.02,924.92,611.19,6513.58,5862.22,201.68,819.61,527600.00,0.00,527600.00,542550.00,230400000.00,0.00,81.00,90.00,179.92,14.35,0.23,100.00,1.29,1.00,1.45,0.75,1.02,1.00,0.98,0.97,0.97,0.00,0.00
All Particles,10/13/20,10:03:54,3398,668.21,853.27,1.28,770.75,756.60,1080.05,2407.53,2360.58,0.00,791.20,853.27,668.21,739.29,601.88,601.88,851.19,580.64,5892.11,5815.58,186.00,755.09,447800.00,0.00,447800.00,459400.00,230400000.00,0.00,76.00,77.00,161.27,159.27,0.19,100.00,1.28,1.00,1.36,0.77,1.01,1.00,0.99,0.97,0.97,0.00,0.00
All Particles,10/13/20,10:03:54,3399,784.16,948.08,1.21,910.00,820.00,1224.95,2733.15,2709.64,0.00,916.62,948.08,784.16,827.25,683.29,683.29,966.31,649.72,6346.74,7120.73,213.64,862.23,583900.00,0.00,583900.00,595550.00,230400000.00,0.00,92.00,82.00,80.92,83.11,0.25,100.00,1.21,1.00,1.41,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3400,733.57,886.76,1.21,860.45,778.19,1160.15,2556.55,2543.86,0.00,864.52,886.76,733.57,767.83,639.14,639.14,903.88,603.05,6155.42,6550.00,199.84,806.53,510900.00,0.00,510900.00,521350.00,230400000.00,0.00,83.00,78.00,61.29,60.17,0.22,100.00,1.21,1.00,1.43,0.79,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3400,757.63,885.65,1.17,869.91,790.27,1175.27,2589.08,2560.20,0.00,878.46,885.65,757.63,781.29,647.27,647.27,915.38,613.63,6506.17,6127.91,203.55,819.14,527000.00,0.00,527000.00,539050.00,230400000.00,0.00,81.00,86.00,19.03,22.77,0.23,100.00,1.17,1.00,1.43,0.77,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:54,3401,753.52,940.67,1.25,889.86,801.10,1197.34,2677.42,2641.97,0.00,898.11,940.67,753.52,805.11,669.35,669.35,946.61,632.33,6398.85,6707.23,207.92,841.91,556700.00,0.00,556700.00,567900.00,230400000.00,0.00,87.00,83.00,119.63,108.84,0.24,100.00,1.25,1.00,1.42,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3403,740.92,914.73,1.23,901.18,790.51,1198.76,2614.99,2597.72,0.00,904.27,914.73,740.92,764.70,653.75,653.75,924.54,600.60,6336.90,6413.25,203.56,823.25,532300.00,0.00,532300.00,543100.00,230400000.00,0.00,84.00,83.00,119.28,119.12,0.23,100.00,1.23,1.00,1.51,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3404,712.48,862.25,1.21,818.08,768.53,1122.45,2484.75,2456.85,0.00,824.62,862.25,712.48,761.13,621.19,621.19,878.49,597.79,6031.25,6185.90,194.18,783.80,482500.00,0.00,482500.00,492950.00,230400000.00,0.00,80.00,78.00,60.17,67.17,0.21,100.00,1.21,1.00,1.38,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3404,776.07,918.09,1.18,850.00,830.00,1188.02,2670.52,2643.15,0.00,873.21,918.09,776.07,832.43,667.63,667.63,944.17,653.79,6661.90,6583.53,209.55,844.10,559600.00,0.00,559600.00,570900.00,230400000.00,0.00,84.00,85.00,7.59,23.63,0.24,100.00,1.18,1.00,1.34,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3404,764.50,929.32,1.22,881.88,796.71,1188.47,2673.22,2658.77,0.00,892.75,929.32,764.50,813.86,668.30,668.30,945.13,639.21,6340.91,6642.86,208.74,842.89,558000.00,0.00,558000.00,570650.00,230400000.00,0.00,88.00,84.00,114.43,131.37,0.24,100.00,1.22,1.00,1.40,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3405,718.67,855.18,1.19,819.73,759.15,1117.26,2481.48,2443.49,0.00,834.09,855.18,718.67,751.88,620.37,620.37,877.34,590.53,6188.46,6268.83,194.52,783.96,482700.00,0.00,482700.00,492550.00,230400000.00,0.00,78.00,77.00,126.05,127.69,0.21,100.00,1.19,1.00,1.41,0.80,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3406,754.32,939.00,1.24,863.10,809.79,1183.51,2675.63,2637.05,0.00,882.84,939.00,754.32,820.48,668.91,668.91,945.98,644.40,6394.25,6394.25,207.91,841.61,556300.00,0.00,556300.00,568900.00,230400000.00,0.00,87.00,87.00,142.51,99.78,0.24,100.00,1.24,1.00,1.37,0.73,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3408,749.59,943.73,1.26,837.81,816.26,1169.70,2677.29,2657.93,0.00,912.41,943.73,749.59,793.46,669.32,669.32,946.56,623.18,6693.98,6460.47,207.52,841.08,555600.00,0.00,555600.00,568600.00,230400000.00,0.00,83.00,86.00,166.03,152.59,0.24,100.00,1.26,1.00,1.46,0.78,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3409,747.24,903.43,1.21,855.60,799.03,1170.68,2604.43,2589.44,0.00,873.21,903.43,747.24,790.00,651.11,651.11,920.81,620.47,6165.12,6545.68,203.58,821.63,530200.00,0.00,530200.00,541800.00,230400000.00,0.00,86.00,81.00,65.00,76.76,0.23,100.00,1.21,1.00,1.41,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3413,743.82,903.46,1.21,870.00,770.00,1161.81,2599.67,2584.28,0.00,894.71,903.46,743.82,768.18,649.92,649.92,919.12,603.33,5997.73,6854.55,203.03,819.77,527800.00,0.00,527800.00,539800.00,230400000.00,0.00,88.00,77.00,85.86,64.87,0.23,100.00,1.21,1.00,1.48,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3416,744.41,897.11,1.21,891.90,772.10,1179.67,2589.62,2579.49,0.00,893.59,897.11,744.41,762.59,647.40,647.40,915.57,598.93,6244.05,6475.31,202.54,817.20,524500.00,0.00,524500.00,535200.00,230400000.00,0.00,84.00,81.00,121.91,121.73,0.23,100.00,1.21,1.00,1.49,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3416,748.19,914.01,1.22,890.95,777.82,1182.71,2623.94,2610.97,0.00,896.44,914.01,748.19,779.76,655.99,655.99,927.70,612.42,6394.05,6394.05,204.69,826.96,537100.00,0.00,537100.00,549000.00,230400000.00,0.00,84.00,84.00,44.38,51.34,0.23,100.00,1.22,1.00,1.46,0.76,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3420,743.10,930.72,1.25,868.54,790.24,1174.24,2645.71,2634.44,0.00,904.27,930.72,743.10,781.88,661.43,661.43,935.40,614.09,6103.37,6624.39,205.31,831.64,543200.00,0.00,543200.00,555300.00,230400000.00,0.00,89.00,82.00,107.28,79.81,0.24,100.00,1.25,1.00,1.47,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3421,708.58,895.39,1.26,818.55,766.53,1121.43,2536.54,2503.85,0.00,864.06,895.39,708.58,750.41,634.14,634.14,896.80,589.37,5862.35,6471.43,196.45,796.53,498300.00,0.00,498300.00,509250.00,230400000.00,0.00,85.00,77.00,92.05,113.90,0.22,100.00,1.26,1.00,1.47,0.76,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3421,713.78,856.94,1.20,817.42,767.12,1121.00,2477.50,2463.37,0.00,836.00,856.94,713.78,747.95,619.38,619.38,875.93,587.44,6238.96,6081.01,193.90,782.09,480400.00,0.00,480400.00,491100.00,230400000.00,0.00,77.00,79.00,36.73,53.27,0.21,100.00,1.20,1.00,1.42,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:55,3423,754.24,897.57,1.19,842.76,801.89,1163.30,2604.40,2591.69,0.00,882.84,897.57,754.24,783.77,651.10,651.10,920.80,615.57,6564.20,6111.49,204.15,822.79,531700.00,0.00,531700.00,543450.00,230400000.00,0.00,81.00,87.00,164.83,170.22,0.23,100.00,1.19,1.00,1.43,0.75,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:56,3427,702.87,832.56,1.18,777.82,749.53,1080.19,2420.43,2400.41,0.00,807.53,832.56,702.87,740.27,605.11,605.11,855.75,581.40,5745.00,6047.37,189.88,764.97,459600.00,0.00,459600.00,469500.00,230400000.00,0.00,80.00,76.00,61.91,82.17,0.20,100.00,1.18,1.00,1.39,0.76,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:56,3428,728.67,920.33,1.26,872.72,792.02,1178.53,2607.68,2559.29,0.00,877.84,920.33,728.67,782.00,651.92,651.92,921.95,614.18,6423.17,6345.78,201.98,818.91,526700.00,0.00,526700.00,539150.00,230400000.00,0.00,82.00,83.00,40.73,47.77,0.23,100.00,1.26,1.00,1.43,0.78,1.01,1.00,0.99,0.97,0.98,0.00,0.00
