CLASS,DATE,TIME,FRAME,MINOR DIAMETER,MAJOR DIAMETER,ASPECT RATIO,BOUNDING RECT WIDTH,BOUNDING RECT HEIGHT,BOUNDING RECT DIAGONAL,PERIMETER,CONVEX HULL PERIMETER,HOLES' PERIMETER,MAX FERET DIAMETER,EQUIVALENT ELLIPSE MAJOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS (FERET),EQUIVALENT RECT LONG SIDE,EQUIVALENT RECT SHORT SIDE,EQUIVALENT RECT DIAGONAL,EQUIVALENT RECT SHORT SIDE (FERET),AVERAGE HORIZ. SEGMENT LENGTH,AVERAGE VERT. SEGMENT LENGTH,HYDRAULIC RADIUS,WADDEL DISK DIAMETER,AREA,HOLES' AREA,PARTICLE & HOLES' AREA,CONVEX HULL AREA,IMAGE AREA,NUMBER OF HOLES,NUMBER OF HORIZ. SEGMENTS,NUMBER OF VERT. SEGMENTS,ORIENTATION,MAX FERET DIAMETER ORIENTATION,% AREA/IMAGE AREA,% AREA/(PARTICLE & HOLES' AREA),RATIO OF EQUIVALENT ELLIPSE AXES,RATIO OF EQUIVALENT RECT SIDES,ELONGATION FACTOR,COMPACTNESS FACTOR,HEYWOOD CIRCULARITY FACTOR,TYPE FACTOR,CIRCULARITY,SPHERICITY,CONVEXITY,,
All Particles,10/13/20,10:04:45,4523,741.24,915.54,1.24,848.49,805.98,1170.27,2616.83,2593.94,0.00,852.76,915.54,741.24,813.13,654.21,654.21,925.19,638.63,6345.24,6500.00,203.68,823.79,533000.00,0.00,533000.00,544600.00,230400000.00,0.00,84.00,82.00,74.15,129.29,0.23,100.00,1.24,1.00,1.34,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4523,756.26,971.27,1.28,904.93,800.61,1208.25,2734.53,2702.74,0.00,934.34,971.27,756.26,803.04,683.63,683.63,966.80,630.71,6203.23,7122.22,210.97,857.05,576900.00,0.00,576900.00,589300.00,230400000.00,0.00,93.00,81.00,81.70,95.53,0.25,100.00,1.28,1.00,1.48,0.77,1.02,1.00,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4525,751.98,944.46,1.26,877.66,799.11,1186.95,2681.86,2666.17,0.00,903.55,944.46,751.98,804.06,670.46,670.46,948.18,631.51,6197.78,6562.35,207.99,842.74,557800.00,0.00,557800.00,570600.00,230400000.00,0.00,90.00,85.00,62.88,84.92,0.24,100.00,1.26,1.00,1.43,0.73,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4527,765.96,948.00,1.24,923.22,809.11,1227.60,2707.42,2687.67,0.00,942.02,948.00,765.96,788.53,676.86,676.86,957.22,619.31,6631.40,6631.40,210.64,852.13,570300.00,0.00,570300.00,583400.00,230400000.00,0.00,86.00,86.00,138.57,142.77,0.25,100.00,1.24,1.00,1.52,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4528,743.09,937.25,1.26,890.04,796.18,1194.18,2657.04,2618.65,0.00,890.51,937.25,743.09,797.90,664.26,664.26,939.40,626.67,6287.36,6753.09,205.87,834.54,547000.00,0.00,547000.00,558050.00,230400000.00,0.00,87.00,81.00,65.48,55.06,0.24,100.00,1.26,1.00,1.42,0.78,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4530,751.39,874.04,1.16,844.09,774.30,1145.44,2560.46,2537.94,0.00,849.00,874.04,751.39,790.26,640.12,640.12,905.26,620.67,6140.48,6367.90,201.45,810.39,515800.00,0.00,515800.00,526950.00,230400000.00,0.00,84.00,81.00,116.14,74.98,0.22,100.00,1.16,1.00,1.37,0.76,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4530,775.29,952.68,1.23,907.16,826.76,1227.39,2728.56,2709.75,0.00,912.20,952.68,775.29,827.92,682.14,682.14,964.69,650.24,6667.82,6667.82,212.60,859.42,580100.00,0.00,580100.00,593150.00,230400000.00,0.00,87.00,87.00,36.41,44.56,0.25,100.00,1.23,1.00,1.40,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4531,711.27,879.11,1.24,834.39,763.68,1131.11,2512.04,2472.10,0.00,860.06,879.11,711.27,742.50,628.01,628.01,888.14,583.16,6062.96,6296.15,195.50,790.75,491100.00,0.00,491100.00,501550.00,230400000.00,0.00,81.00,78.00,114.47,113.29,0.21,100.00,1.24,1.00,1.47,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4532,724.86,909.18,1.25,860.00,780.00,1161.03,2583.02,2563.93,0.00,880.74,909.18,724.86,765.47,645.76,645.76,913.24,601.20,6018.60,6635.90,200.39,811.81,517600.00,0.00,517600.00,529500.00,230400000.00,0.00,86.00,78.00,77.85,77.54,0.22,100.00,1.25,1.00,1.46,0.77,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4533,784.45,920.78,1.17,876.36,833.56,1209.47,2687.12,2677.10,0.00,896.44,920.78,784.45,821.80,671.78,671.78,950.04,645.44,6753.57,6596.51,211.12,849.89,567300.00,0.00,567300.00,578600.00,230400000.00,0.00,84.00,86.00,43.43,38.66,0.25,100.00,1.17,1.00,1.39,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4533,748.34,925.57,1.24,874.39,785.11,1175.14,2644.07,2630.72,0.00,884.59,925.57,748.34,800.35,661.02,661.02,934.82,628.60,6112.36,6634.15,205.74,832.25,544000.00,0.00,544000.00,556050.00,230400000.00,0.00,89.00,82.00,61.71,42.71,0.24,100.00,1.24,1.00,1.41,0.75,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4534,781.16,958.90,1.23,897.15,838.85,1228.23,2747.49,2713.10,0.00,907.85,958.90,781.16,842.25,686.87,686.87,971.38,661.50,7003.57,6610.11,214.12,865.47,588300.00,0.00,588300.00,600550.00,230400000.00,0.00,84.00,89.00,20.20,40.53,0.26,100.00,1.23,1.00,1.37,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:45,4535,755.26,904.28,1.20,894.20,773.52,1182.34,2617.29,2583.53,0.00,899.61,904.28,755.26,774.96,654.32,654.32,925.35,608.65,6789.87,6165.52,204.95,826.42,536400.00,0.00,536400.00,547550.00,230400000.00,0.00,79.00,87.00,166.22,155.71,0.23,100.00,1.20,1.00,1.48,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4537,744.43,908.03,1.22,854.53,790.90,1164.36,2608.36,2584.01,0.00,873.21,908.03,744.43,791.97,652.09,652.09,922.20,622.01,6245.88,6396.39,203.54,822.17,530900.00,0.00,530900.00,543150.00,230400000.00,0.00,85.00,83.00,49.95,60.50,0.23,100.00,1.22,1.00,1.40,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4538,734.26,920.77,1.25,855.41,792.19,1165.89,2616.18,2594.60,0.00,888.65,920.77,734.26,779.00,654.05,654.05,924.96,611.83,6247.06,6555.56,202.97,822.25,531000.00,0.00,531000.00,543700.00,230400000.00,0.00,85.00,81.00,125.46,129.06,0.23,100.00,1.25,1.00,1.45,0.77,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4539,771.99,938.95,1.22,898.03,827.31,1221.02,2700.30,2672.72,0.00,905.21,938.95,771.99,818.20,675.07,675.07,954.70,642.62,6777.38,6396.63,210.83,851.38,569300.00,0.00,569300.00,581700.00,230400000.00,0.00,84.00,89.00,152.20,163.97,0.25,100.00,1.22,1.00,1.41,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4540,744.78,924.69,1.24,857.00,784.59,1161.90,2637.59,2615.22,0.00,888.65,924.69,744.78,792.11,659.40,659.40,932.53,622.12,6761.25,6217.24,205.07,829.88,540900.00,0.00,540900.00,552850.00,230400000.00,0.00,80.00,87.00,157.49,140.94,0.23,100.00,1.24,1.00,1.43,0.81,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4542,724.42,910.96,1.26,856.45,776.82,1156.27,2585.51,2544.07,0.00,870.98,910.96,724.42,775.22,646.38,646.38,914.12,608.86,6097.65,6478.75,200.46,812.35,518300.00,0.00,518300.00,530300.00,230400000.00,0.00,85.00,80.00,54.72,77.40,0.22,100.00,1.26,1.00,1.43,0.76,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4543,737.21,910.53,1.24,859.19,780.93,1161.06,2602.54,2587.52,0.00,876.64,910.53,737.21,781.61,650.64,650.64,920.14,613.88,6130.23,6758.97,202.57,819.30,527200.00,0.00,527200.00,538150.00,230400000.00,0.00,86.00,78.00,100.17,78.82,0.23,100.00,1.24,1.00,1.43,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4543,764.02,965.73,1.26,868.18,832.20,1202.62,2735.51,2712.34,0.00,921.79,965.73,764.02,818.05,683.88,683.88,967.15,642.50,6660.92,6511.24,211.84,858.98,579500.00,0.00,579500.00,592250.00,230400000.00,0.00,87.00,89.00,174.52,164.91,0.25,100.00,1.26,1.00,1.43,0.75,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4544,719.30,897.97,1.25,878.67,764.19,1164.50,2555.87,2526.70,0.00,880.91,897.97,719.30,748.77,638.97,638.97,903.63,588.09,6112.05,6421.52,198.48,803.69,507300.00,0.00,507300.00,518050.00,230400000.00,0.00,83.00,79.00,48.12,39.47,0.22,100.00,1.25,1.00,1.50,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4544,735.55,899.60,1.22,830.91,793.15,1148.70,2581.38,2564.98,0.00,867.01,899.60,735.55,780.31,645.35,645.35,912.66,612.86,6043.02,6416.05,201.33,813.45,519700.00,0.00,519700.00,531350.00,230400000.00,0.00,86.00,81.00,78.38,97.29,0.23,100.00,1.22,1.00,1.41,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4546,745.84,923.55,1.24,853.44,798.54,1168.77,2637.09,2610.70,0.00,866.83,923.55,745.84,813.37,659.27,659.27,932.35,638.82,6518.07,6364.71,205.15,829.95,541000.00,0.00,541000.00,553750.00,230400000.00,0.00,83.00,85.00,171.15,39.38,0.23,100.00,1.24,1.00,1.36,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4550,675.93,866.12,1.28,809.99,729.54,1090.10,2440.60,2400.16,0.00,814.92,866.12,675.93,735.27,610.15,610.15,862.88,577.48,5894.87,5894.87,188.40,765.14,459800.00,0.00,459800.00,470600.00,230400000.00,0.00,78.00,78.00,149.69,119.40,0.20,100.00,1.28,1.00,1.41,0.78,1.02,0.99,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4550,720.77,926.53,1.29,855.60,784.89,1161.08,2607.68,2574.40,0.00,868.39,926.53,720.77,786.84,651.92,651.92,921.95,617.98,6170.59,6319.28,201.14,817.20,524500.00,0.00,524500.00,536650.00,230400000.00,0.00,85.00,83.00,128.37,144.85,0.23,100.00,1.29,1.00,1.41,0.74,1.02,0.99,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4550,732.71,853.74,1.17,840.00,760.00,1132.78,2499.23,2475.21,0.00,842.14,853.74,732.71,758.15,624.81,624.81,883.61,595.45,6464.47,5848.81,196.58,790.91,491300.00,0.00,491300.00,501450.00,230400000.00,0.00,76.00,84.00,3.11,175.91,0.21,100.00,1.17,1.00,1.41,0.77,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4551,729.38,815.74,1.12,784.80,769.71,1099.26,2430.86,2410.22,0.00,806.04,815.74,729.38,753.95,607.71,607.71,859.44,592.15,5915.19,6068.83,192.24,771.35,467300.00,0.00,467300.00,477300.00,230400000.00,0.00,79.00,77.00,105.05,101.45,0.20,100.00,1.12,1.00,1.36,0.77,1.00,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4552,729.73,891.25,1.22,858.70,769.31,1152.91,2558.84,2529.72,0.00,859.13,891.25,729.73,773.61,639.71,639.71,904.69,607.59,6080.95,6385.00,199.62,806.46,510800.00,0.00,510800.00,522000.00,230400000.00,0.00,84.00,80.00,57.40,50.19,0.22,100.00,1.22,1.00,1.41,0.76,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4553,744.04,919.29,1.24,879.63,797.78,1187.52,2627.21,2594.88,0.00,882.84,919.29,744.04,792.42,656.80,656.80,928.86,622.37,6715.00,6174.71,204.48,827.03,537200.00,0.00,537200.00,549450.00,230400000.00,0.00,80.00,87.00,7.69,170.22,0.23,100.00,1.24,1.00,1.42,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4553,734.72,914.83,1.25,834.39,799.03,1155.27,2606.50,2590.67,0.00,857.09,914.83,734.72,803.23,651.63,651.63,921.54,630.86,6210.59,6210.59,202.53,819.84,527900.00,0.00,527900.00,540700.00,230400000.00,0.00,85.00,85.00,146.20,97.37,0.23,100.00,1.25,1.00,1.36,0.73,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4553,739.13,881.29,1.19,833.44,795.77,1152.33,2555.13,2533.02,0.00,844.04,881.29,739.13,788.05,638.78,638.78,903.37,618.93,6163.86,6316.05,200.22,807.09,511600.00,0.00,511600.00,522400.00,230400000.00,0.00,83.00,81.00,96.68,76.29,0.22,100.00,1.19,1.00,1.36,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:46,4554,758.83,889.46,1.17,867.76,790.69,1173.97,2597.24,2593.62,0.00,869.25,889.46,758.83,794.63,649.31,649.31,918.26,624.10,6464.63,5956.18,204.10,821.55,530100.00,0.00,530100.00,542500.00,230400000.00,0.00,82.00,89.00,22.17,23.03,0.23,100.00,1.17,1.00,1.39,0.76,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4561,715.39,882.77,1.23,826.57,774.13,1132.47,2524.12,2498.10,0.00,840.12,882.77,715.39,767.70,631.03,631.03,892.41,602.95,5975.90,6278.48,196.50,794.69,496000.00,0.00,496000.00,506550.00,230400000.00,0.00,83.00,79.00,67.01,81.10,0.22,100.00,1.23,1.00,1.39,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4562,736.74,868.94,1.18,818.35,798.31,1143.24,2530.73,2499.38,0.00,823.89,868.94,736.74,795.34,632.68,632.68,894.75,624.66,6131.71,6057.83,198.68,800.12,502800.00,0.00,502800.00,514650.00,230400000.00,0.00,82.00,83.00,6.23,174.43,0.22,100.00,1.18,1.00,1.32,0.76,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4562,762.72,946.85,1.24,896.06,810.29,1208.10,2700.92,2676.28,0.00,896.44,946.85,762.72,822.09,675.23,675.23,954.92,645.67,6519.54,6672.94,210.00,849.81,567200.00,0.00,567200.00,578800.00,230400000.00,0.00,87.00,85.00,126.35,128.66,0.25,100.00,1.24,1.00,1.39,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4563,714.77,847.38,1.19,817.28,748.58,1108.29,2462.64,2457.02,0.00,833.55,847.38,714.77,743.66,615.66,615.66,870.68,584.07,5801.22,6177.92,193.17,778.25,475700.00,0.00,475700.00,486850.00,230400000.00,0.00,82.00,77.00,116.65,120.26,0.21,100.00,1.19,1.00,1.43,0.75,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4565,727.14,908.43,1.25,843.05,798.18,1160.96,2584.89,2559.35,0.00,850.41,908.43,727.14,795.76,646.22,646.22,913.90,624.99,6176.19,6326.83,200.71,812.75,518800.00,0.00,518800.00,531500.00,230400000.00,0.00,84.00,82.00,144.14,131.19,0.23,100.00,1.25,1.00,1.36,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4566,738.84,909.55,1.23,820.00,790.00,1138.64,2603.14,2583.41,0.00,865.56,909.55,738.84,792.28,650.78,650.78,920.35,622.25,6681.01,6436.59,202.76,819.77,527800.00,0.00,527800.00,538600.00,230400000.00,0.00,79.00,82.00,179.92,40.31,0.23,100.00,1.23,1.00,1.39,0.81,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4569,789.06,907.82,1.15,881.26,821.92,1205.06,2671.97,2655.77,0.00,888.37,907.82,789.06,821.82,667.99,667.99,944.69,645.45,6778.31,6618.82,210.56,846.36,562600.00,0.00,562600.00,573400.00,230400000.00,0.00,83.00,85.00,13.99,31.18,0.24,100.00,1.15,1.00,1.38,0.80,1.00,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4570,697.90,899.61,1.29,803.40,763.60,1108.39,2529.28,2506.92,0.00,860.35,899.61,697.90,749.43,632.32,632.32,894.24,588.60,5940.96,6241.77,194.96,792.36,493100.00,0.00,493100.00,506400.00,230400000.00,0.00,83.00,79.00,85.71,109.70,0.21,100.00,1.29,1.00,1.46,0.77,1.02,1.00,0.98,0.97,0.97,0.00,0.00
All Particles,10/13/20,10:04:47,4571,666.58,839.30,1.26,759.60,709.91,1039.70,2380.94,2370.75,0.00,811.23,839.30,666.58,706.44,595.24,595.24,841.79,554.83,5706.49,5937.84,184.55,747.97,439400.00,0.00,439400.00,450100.00,230400000.00,0.00,77.00,74.00,133.91,120.36,0.19,100.00,1.26,1.00,1.46,0.77,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4571,734.40,851.77,1.16,800.00,770.00,1110.36,2498.37,2489.59,0.00,820.06,851.77,734.40,779.49,624.59,624.59,883.31,612.21,6141.25,6298.72,196.65,790.91,491300.00,0.00,491300.00,502050.00,230400000.00,0.00,80.00,78.00,91.92,127.57,0.21,100.00,1.16,1.00,1.34,0.80,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4571,712.56,813.92,1.14,792.26,736.79,1081.91,2403.06,2402.45,0.00,816.88,813.92,712.56,725.24,600.76,600.76,849.61,569.60,5915.58,6155.41,189.55,761.55,455500.00,0.00,455500.00,465300.00,230400000.00,0.00,77.00,74.00,120.54,129.54,0.20,100.00,1.14,1.00,1.43,0.80,1.00,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4572,727.50,922.51,1.27,867.42,775.19,1163.33,2609.87,2597.74,0.00,882.95,922.51,727.50,777.54,652.47,652.47,922.73,610.68,6129.07,6588.75,201.96,819.22,527100.00,0.00,527100.00,539200.00,230400000.00,0.00,86.00,80.00,99.36,76.91,0.23,100.00,1.27,1.00,1.45,0.77,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4573,714.65,858.21,1.20,805.18,752.07,1101.78,2480.91,2447.18,0.00,823.65,858.21,714.65,761.33,620.23,620.23,877.14,597.95,5946.91,6175.64,194.16,783.15,481700.00,0.00,481700.00,492500.00,230400000.00,0.00,81.00,78.00,84.50,119.05,0.21,100.00,1.20,1.00,1.38,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4574,706.81,902.68,1.28,824.15,770.90,1128.49,2546.83,2513.18,0.00,863.71,902.68,706.81,756.68,636.71,636.71,900.44,594.29,6263.75,5826.74,196.75,798.76,501100.00,0.00,501100.00,513300.00,230400000.00,0.00,80.00,86.00,10.77,174.69,0.22,100.00,1.28,1.00,1.45,0.74,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4575,754.13,900.57,1.19,872.57,787.70,1175.52,2609.36,2611.87,0.00,887.69,900.57,754.13,783.50,652.34,652.34,922.55,615.36,6131.03,6426.51,204.42,824.10,533400.00,0.00,533400.00,546250.00,230400000.00,0.00,87.00,83.00,102.52,75.65,0.23,100.00,1.19,1.00,1.44,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4575,753.81,926.45,1.23,892.94,809.40,1205.19,2653.25,2636.18,0.00,906.20,926.45,753.81,787.94,663.31,663.31,938.07,618.85,6529.76,6304.60,206.73,835.69,548500.00,0.00,548500.00,560800.00,230400000.00,0.00,84.00,87.00,150.10,157.96,0.24,100.00,1.23,1.00,1.46,0.75,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4577,760.79,903.56,1.19,860.00,790.00,1167.78,2623.96,2582.32,0.00,869.77,903.56,760.79,805.43,655.99,655.99,927.71,632.58,6748.75,6277.91,205.76,829.11,539900.00,0.00,539900.00,550200.00,230400000.00,0.00,80.00,86.00,171.70,8.60,0.23,100.00,1.19,1.00,1.37,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4577,751.31,891.92,1.19,853.46,786.93,1160.89,2590.61,2577.28,0.00,878.46,891.92,751.31,779.99,647.65,647.65,915.92,612.60,6578.75,6191.76,203.16,818.60,526300.00,0.00,526300.00,538150.00,230400000.00,0.00,80.00,85.00,175.82,157.23,0.23,100.00,1.19,1.00,1.43,0.77,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4578,710.32,867.02,1.22,810.00,770.00,1117.59,2489.89,2468.30,0.00,824.62,867.02,710.32,762.91,622.47,622.47,880.31,599.18,5898.78,6281.82,194.27,784.77,483700.00,0.00,483700.00,494100.00,230400000.00,0.00,82.00,77.00,104.07,112.83,0.21,100.00,1.22,1.00,1.38,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:47,4578,685.85,844.69,1.23,784.89,749.53,1085.29,2417.07,2395.66,0.00,810.25,844.69,685.85,733.38,604.27,604.27,854.56,576.00,5909.09,5833.33,188.24,761.13,455000.00,0.00,455000.00,466700.00,230400000.00,0.00,77.00,78.00,148.88,155.97,0.20,100.00,1.23,1.00,1.41,0.76,1.01,1.00,0.99,0.98,0.97,0.00,0.00
All Particles,10/13/20,10:04:47,4579,783.59,924.23,1.18,840.00,820.00,1173.88,2691.72,2670.35,0.00,901.39,924.23,783.59,818.28,672.93,672.93,951.67,642.68,6771.43,6853.01,211.31,851.01,568800.00,0.00,568800.00,579300.00,230400000.00,0.00,84.00,83.00,63.91,56.31,0.25,100.00,1.18,1.00,1.40,0.83,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:48,4580,696.20,871.80,1.25,831.65,764.97,1129.97,2478.42,2471.71,0.00,840.12,871.80,696.20,741.71,619.60,619.60,876.25,582.54,6190.91,5743.37,192.34,779.07,476700.00,0.00,476700.00,489400.00,230400000.00,0.00,77.00,83.00,164.79,171.10,0.21,100.00,1.25,1.00,1.44,0.75,1.01,1.00,0.99,0.98,0.97,0.00,0.00
All Particles,10/13/20,10:04:48,4583,738.60,901.74,1.22,846.99,802.90,1167.07,2589.36,2532.67,0.00,855.10,901.74,738.60,797.95,647.34,647.34,915.48,626.71,6227.38,6302.41,202.02,816.11,523100.00,0.00,523100.00,535900.00,230400000.00,0.00,84.00,83.00,52.72,79.22,0.23,100.00,1.22,1.00,1.36,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:48,4583,738.43,867.64,1.17,823.85,785.75,1138.48,2530.97,2520.57,0.00,834.33,867.64,738.43,785.54,632.74,632.74,894.83,616.97,6369.62,6136.59,198.82,800.43,503200.00,0.00,503200.00,514750.00,230400000.00,0.00,79.00,82.00,0.26,166.13,0.22,100.00,1.17,1.00,1.35,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:48,4583,726.43,886.88,1.22,830.00,780.00,1138.99,2546.69,2505.67,0.00,845.28,886.88,726.43,779.05,636.67,636.67,900.39,611.87,6023.81,6487.18,198.69,802.66,506000.00,0.00,506000.00,517200.00,230400000.00,0.00,84.00,78.00,94.72,100.91,0.22,100.00,1.22,1.00,1.38,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:48,4583,710.98,821.27,1.16,800.34,729.32,1082.80,2413.08,2398.67,0.00,801.31,821.27,710.98,745.45,603.27,603.27,853.15,585.48,5805.06,6114.67,190.05,764.14,458600.00,0.00,458600.00,469150.00,230400000.00,0.00,79.00,75.00,109.62,119.12,0.20,100.00,1.16,1.00,1.37,0.77,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:48,4583,746.24,923.91,1.24,874.01,810.05,1191.67,2638.27,2614.92,0.00,888.14,923.91,746.24,793.14,659.57,659.57,932.77,622.93,6153.41,6603.66,205.25,830.34,541500.00,0.00,541500.00,553250.00,230400000.00,0.00,88.00,82.00,99.22,97.77,0.24,100.00,1.24,1.00,1.43,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:48,4584,707.75,916.41,1.29,820.50,791.86,1140.29,2572.19,2543.29,0.00,868.85,916.41,707.75,764.08,643.05,643.05,909.41,600.10,5923.26,6367.50,198.04,805.35,509400.00,0.00,509400.00,521400.00,230400000.00,0.00,86.00,80.00,89.50,101.96,0.22,100.00,1.29,1.00,1.45,0.75,1.02,0.99,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:04:48,4584,737.99,861.09,1.17,845.50,769.66,1143.35,2519.26,2503.36,0.00,849.59,861.09,737.99,764.76,629.81,629.81,890.69,600.64,6238.75,6238.75,198.11,797.17,499100.00,0.00,499100.00,510300.00,230400000.00,0.00,80.00,80.00,130.00,137.86,0.22,100.00,1.17,1.00,1.41,0.78,1.01,0.99,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:04:48,4585,681.79,889.87,1.31,782.64,759.53,1090.60,2490.29,2430.93,0.00,867.29,889.87,681.79,717.59,622.57,622.57,880.45,563.59,5810.98,6188.31,191.34,778.91,476500.00,0.00,476500.00,488800.00,230400000.00,0.00,82.00,77.00,119.07,110.94,0.21,100.00,1.31,1.00,1.54,0.76,1.02,0.99,0.98,0.97,0.97,0.00,0.00
All Particles,10/13/20,10:04:48,4585,762.72,941.51,1.23,850.00,820.00,1181.06,2691.69,2642.00,0.00,900.00,941.51,762.72,814.94,672.92,672.92,951.66,640.06,6795.18,6635.29,209.53,847.41,564000.00,0.00,564000.00,576050.00,230400000.00,0.00,83.00,85.00,21.72,53.13,0.24,100.00,1.23,1.00,1.41,0.81,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:04:48,4586,716.04,907.76,1.27,790.00,790.00,1117.23,2568.37,2543.41,0.00,837.26,907.76,716.04,791.39,642.09,642.09,908.06,621.55,6462.03,6462.03,198.76,806.22,510500.00,0.00,510500.00,520400.00,230400000.00,0.00,79.00,79.00,175.09,29.32,0.22,100.00,1.27,1.00,1.35,0.82,1.01,1.00,0.99,0.97,0.98,0.00,0.00
